date,project,species,count,count_10yr_avg,temp_c
2010-03-22,Wells,Bull Trout,0,NA,NA
2010-03-23,Wells,Bull Trout,0,NA,NA
2010-03-24,Wells,Bull Trout,0,NA,NA
2010-03-25,Wells,Bull Trout,0,NA,NA
2010-03-26,Wells,Bull Trout,0,NA,NA
2010-03-27,Wells,Bull Trout,0,NA,NA
2010-03-28,Wells,Bull Trout,0,NA,NA
2010-03-29,Wells,Bull Trout,0,NA,NA
2010-03-30,Wells,Bull Trout,0,NA,NA
2010-03-31,Wells,Bull Trout,0,NA,NA
2010-04-01,Wells,Bull Trout,0,NA,NA
2010-04-02,Wells,Bull Trout,0,NA,NA
2010-04-03,Wells,Bull Trout,0,NA,NA
2010-04-04,Wells,Bull Trout,0,NA,NA
2010-04-05,Wells,Bull Trout,0,NA,NA
2010-04-06,Wells,Bull Trout,0,NA,NA
2010-04-07,Wells,Bull Trout,0,NA,NA
2010-04-08,Wells,Bull Trout,0,NA,NA
2010-04-09,Wells,Bull Trout,0,NA,NA
2010-04-10,Wells,Bull Trout,0,NA,NA
2010-04-11,Wells,Bull Trout,0,NA,NA
2010-04-12,Wells,Bull Trout,0,NA,NA
2010-04-13,Wells,Bull Trout,0,NA,NA
2010-04-14,Wells,Bull Trout,0,NA,NA
2010-04-15,Wells,Bull Trout,0,NA,NA
2010-04-16,Wells,Bull Trout,0,NA,NA
2010-04-17,Wells,Bull Trout,0,NA,NA
2010-04-18,Wells,Bull Trout,0,NA,7.2
2010-04-19,Wells,Bull Trout,0,NA,7.2
2010-04-20,Wells,Bull Trout,0,NA,7.2
2010-04-21,Wells,Bull Trout,0,NA,7.2
2010-04-22,Wells,Bull Trout,0,NA,7.2
2010-04-23,Wells,Bull Trout,0,NA,7.2
2010-04-24,Wells,Bull Trout,0,NA,7.8
2010-04-25,Wells,Bull Trout,0,NA,7.8
2010-04-26,Wells,Bull Trout,0,NA,7.8
2010-04-27,Wells,Bull Trout,0,NA,7.8
2010-04-28,Wells,Bull Trout,0,NA,7.2
2010-04-29,Wells,Bull Trout,0,NA,6.7
2010-04-30,Wells,Bull Trout,0,NA,7.2
2010-05-01,Wells,Bull Trout,0,NA,7.6
2010-05-02,Wells,Bull Trout,0,NA,8
2010-05-03,Wells,Bull Trout,0,NA,8
2010-05-04,Wells,Bull Trout,0,NA,7.4
2010-05-05,Wells,Bull Trout,0,NA,7.2
2010-05-06,Wells,Bull Trout,0,NA,7.4
2010-05-07,Wells,Bull Trout,0,NA,7.6
2010-05-08,Wells,Bull Trout,0,NA,7.5
2010-05-09,Wells,Bull Trout,0,NA,7.9
2010-05-10,Wells,Bull Trout,0,NA,8.4
2010-05-11,Wells,Bull Trout,0,NA,8.6
2010-05-12,Wells,Bull Trout,0,NA,8.9
2010-05-13,Wells,Bull Trout,0,NA,9.2
2010-05-14,Wells,Bull Trout,2,NA,9.6
2010-05-15,Wells,Bull Trout,0,NA,9.8
2010-05-16,Wells,Bull Trout,0,NA,10.1
2010-05-17,Wells,Bull Trout,0,1,10.2
2010-05-18,Wells,Bull Trout,1,NA,10.1
2010-05-19,Wells,Bull Trout,1,1,10.2
2010-05-20,Wells,Bull Trout,1,1,10
2010-05-21,Wells,Bull Trout,1,NA,9.9
2010-05-22,Wells,Bull Trout,0,NA,9.9
2010-05-23,Wells,Bull Trout,0,1,10.1
2010-05-24,Wells,Bull Trout,0,1,10.2
2010-05-25,Wells,Bull Trout,1,1,10.1
2010-05-26,Wells,Bull Trout,0,2,10.1
2010-05-27,Wells,Bull Trout,1,2,10.1
2010-05-28,Wells,Bull Trout,2,1,10.3
2010-05-29,Wells,Bull Trout,1,1,10.5
2010-05-30,Wells,Bull Trout,2,3,10.9
2010-05-31,Wells,Bull Trout,2,2,11.2
2010-06-01,Wells,Bull Trout,2,2,11.2
2010-06-02,Wells,Bull Trout,2,2,11.2
2010-06-03,Wells,Bull Trout,2,2,11.2
2010-06-04,Wells,Bull Trout,0,3,11.4
2010-06-05,Wells,Bull Trout,0,2,11.7
2010-06-06,Wells,Bull Trout,1,1,11.9
2010-06-07,Wells,Bull Trout,0,1,11.9
2010-06-08,Wells,Bull Trout,2,1,11.9
2010-06-09,Wells,Bull Trout,1,NA,11.7
2010-06-10,Wells,Bull Trout,2,1,12
2010-06-11,Wells,Bull Trout,1,1,12.2
2010-06-12,Wells,Bull Trout,0,NA,12.4
2010-06-13,Wells,Bull Trout,0,1,12.9
2010-06-14,Wells,Bull Trout,0,1,12.9
2010-06-15,Wells,Bull Trout,0,1,12.7
2010-06-16,Wells,Bull Trout,0,1,12.3
2010-06-17,Wells,Bull Trout,0,1,12
2010-06-18,Wells,Bull Trout,1,NA,12.2
2010-06-19,Wells,Bull Trout,1,1,12.5
2010-06-20,Wells,Bull Trout,0,1,13
2010-06-21,Wells,Bull Trout,0,1,13.1
2010-06-22,Wells,Bull Trout,0,1,12.9
2010-06-23,Wells,Bull Trout,0,1,13.2
2010-06-24,Wells,Bull Trout,0,2,13.6
2010-06-25,Wells,Bull Trout,1,2,13.7
2010-06-26,Wells,Bull Trout,0,1,13.8
2010-06-27,Wells,Bull Trout,2,1,13.7
2010-06-28,Wells,Bull Trout,3,NA,13.9
2010-06-29,Wells,Bull Trout,0,NA,14.1
2010-06-30,Wells,Bull Trout,0,1,14.1
2010-07-01,Wells,Bull Trout,0,1,14.1
2010-07-02,Wells,Bull Trout,0,NA,14
2010-07-03,Wells,Bull Trout,0,NA,14.1
2010-07-04,Wells,Bull Trout,0,1,14.5
2010-07-05,Wells,Bull Trout,0,NA,14.6
2010-07-06,Wells,Bull Trout,0,NA,14.5
2010-07-07,Wells,Bull Trout,0,1,14.7
2010-07-08,Wells,Bull Trout,1,1,14.9
2010-07-09,Wells,Bull Trout,0,NA,14.8
2010-07-10,Wells,Bull Trout,2,1,15.3
2010-07-11,Wells,Bull Trout,0,NA,15.8
2010-07-12,Wells,Bull Trout,1,NA,16
2010-07-13,Wells,Bull Trout,0,NA,15.8
2010-07-14,Wells,Bull Trout,1,NA,15.7
2010-07-15,Wells,Bull Trout,0,NA,15.8
2010-07-16,Wells,Bull Trout,1,NA,15.6
2010-07-17,Wells,Bull Trout,0,NA,15.9
2010-07-18,Wells,Bull Trout,0,NA,16.3
2010-07-19,Wells,Bull Trout,0,NA,16.7
2010-07-20,Wells,Bull Trout,0,NA,16.7
2010-07-21,Wells,Bull Trout,0,NA,16.6
2010-07-22,Wells,Bull Trout,0,NA,16.6
2010-07-23,Wells,Bull Trout,0,NA,17
2010-07-24,Wells,Bull Trout,0,NA,17.5
2010-07-25,Wells,Bull Trout,0,NA,17.5
2010-07-26,Wells,Bull Trout,0,NA,17.7
2010-07-27,Wells,Bull Trout,0,NA,17.3
2010-07-28,Wells,Bull Trout,0,NA,17
2010-07-29,Wells,Bull Trout,0,NA,17.3
2010-07-30,Wells,Bull Trout,0,NA,17.7
2010-07-31,Wells,Bull Trout,0,NA,17.8
2010-08-01,Wells,Bull Trout,0,NA,17.9
2010-08-02,Wells,Bull Trout,0,NA,17.9
2010-08-03,Wells,Bull Trout,0,NA,17.9
2010-08-04,Wells,Bull Trout,0,NA,17.8
2010-08-05,Wells,Bull Trout,0,NA,17.5
2010-08-06,Wells,Bull Trout,0,NA,17.4
2010-08-07,Wells,Bull Trout,0,NA,17.7
2010-08-08,Wells,Bull Trout,0,NA,18.1
2010-08-09,Wells,Bull Trout,0,NA,18.1
2010-08-10,Wells,Bull Trout,0,NA,18.2
2010-08-11,Wells,Bull Trout,0,NA,18.2
2010-08-12,Wells,Bull Trout,0,NA,17.9
2010-08-13,Wells,Bull Trout,0,NA,17.9
2010-08-14,Wells,Bull Trout,0,NA,18.4
2010-08-15,Wells,Bull Trout,0,NA,18.7
2010-08-16,Wells,Bull Trout,0,NA,18.7
2010-08-17,Wells,Bull Trout,0,NA,18.6
2010-08-18,Wells,Bull Trout,0,NA,18.6
2010-08-19,Wells,Bull Trout,0,NA,18.7
2010-08-20,Wells,Bull Trout,0,NA,18.7
2010-08-21,Wells,Bull Trout,0,NA,18.8
2010-08-22,Wells,Bull Trout,0,NA,19
2010-08-23,Wells,Bull Trout,0,NA,18.9
2010-08-24,Wells,Bull Trout,0,NA,18.7
2010-08-25,Wells,Bull Trout,0,NA,18.7
2010-08-26,Wells,Bull Trout,0,NA,18.5
2010-08-27,Wells,Bull Trout,0,NA,18
2010-08-28,Wells,Bull Trout,0,NA,18.2
2010-08-29,Wells,Bull Trout,0,NA,18.4
2010-08-30,Wells,Bull Trout,0,NA,18.5
2010-08-31,Wells,Bull Trout,0,NA,18.5
2010-09-01,Wells,Bull Trout,0,NA,18.2
2010-09-02,Wells,Bull Trout,0,NA,18.2
2010-09-03,Wells,Bull Trout,0,NA,18.3
2010-09-04,Wells,Bull Trout,0,NA,18.3
2010-09-05,Wells,Bull Trout,0,NA,18.3
2010-09-06,Wells,Bull Trout,0,NA,18.4
2010-09-07,Wells,Bull Trout,0,NA,18.3
2010-09-08,Wells,Bull Trout,0,NA,18.3
2010-09-09,Wells,Bull Trout,0,NA,18.2
2010-09-10,Wells,Bull Trout,0,NA,18.2
2010-09-11,Wells,Bull Trout,0,NA,18.2
2010-09-12,Wells,Bull Trout,0,NA,18.2
2010-09-13,Wells,Bull Trout,0,NA,18.1
2010-09-14,Wells,Bull Trout,0,NA,18.3
2010-09-15,Wells,Bull Trout,0,NA,18.4
2010-09-16,Wells,Bull Trout,0,NA,18.5
2010-09-17,Wells,Bull Trout,0,NA,18.6
2010-09-18,Wells,Bull Trout,0,NA,18.5
2010-09-19,Wells,Bull Trout,0,NA,18.5
2010-09-20,Wells,Bull Trout,0,NA,18.5
2010-09-21,Wells,Bull Trout,0,NA,18.5
2010-09-22,Wells,Bull Trout,0,NA,18.3
2010-09-23,Wells,Bull Trout,0,NA,18.2
2010-09-24,Wells,Bull Trout,0,NA,18.1
2010-09-25,Wells,Bull Trout,0,NA,18.2
2010-09-26,Wells,Bull Trout,0,NA,18.1
2010-09-27,Wells,Bull Trout,0,NA,18.3
2010-09-28,Wells,Bull Trout,0,NA,18.6
2010-09-29,Wells,Bull Trout,0,NA,18.6
2010-09-30,Wells,Bull Trout,0,NA,17.9
2010-10-01,Wells,Bull Trout,0,NA,17.5
2010-10-02,Wells,Bull Trout,0,NA,NA
2010-10-03,Wells,Bull Trout,0,NA,NA
2010-10-04,Wells,Bull Trout,0,NA,NA
2010-10-05,Wells,Bull Trout,0,NA,NA
2010-10-06,Wells,Bull Trout,0,NA,NA
2010-10-07,Wells,Bull Trout,0,NA,NA
2010-10-08,Wells,Bull Trout,0,NA,NA
2010-10-09,Wells,Bull Trout,0,NA,NA
2010-10-10,Wells,Bull Trout,0,NA,NA
2010-10-11,Wells,Bull Trout,0,NA,NA
2010-10-12,Wells,Bull Trout,0,NA,NA
2010-10-13,Wells,Bull Trout,0,NA,NA
2010-10-14,Wells,Bull Trout,0,NA,NA
2010-10-15,Wells,Bull Trout,1,NA,NA
2010-10-16,Wells,Bull Trout,0,NA,NA
2010-10-17,Wells,Bull Trout,0,NA,NA
2010-10-18,Wells,Bull Trout,0,NA,NA
2010-10-19,Wells,Bull Trout,0,NA,NA
2010-10-20,Wells,Bull Trout,0,NA,NA
2010-10-21,Wells,Bull Trout,0,NA,NA
2010-10-22,Wells,Bull Trout,0,NA,NA
2010-10-23,Wells,Bull Trout,0,NA,NA
2010-10-24,Wells,Bull Trout,0,NA,NA
2010-10-25,Wells,Bull Trout,0,NA,NA
2010-10-26,Wells,Bull Trout,0,NA,NA
2010-10-27,Wells,Bull Trout,0,NA,NA
2010-10-28,Wells,Bull Trout,0,NA,NA
2010-10-29,Wells,Bull Trout,1,NA,NA
2010-10-30,Wells,Bull Trout,0,NA,NA
2010-10-31,Wells,Bull Trout,0,NA,NA
2010-11-01,Wells,Bull Trout,0,NA,NA
2010-11-02,Wells,Bull Trout,0,NA,NA
2010-11-03,Wells,Bull Trout,0,NA,NA
2010-11-04,Wells,Bull Trout,0,NA,NA
2010-11-05,Wells,Bull Trout,0,NA,NA
2010-11-06,Wells,Bull Trout,0,NA,NA
2010-11-07,Wells,Bull Trout,0,NA,NA
2010-11-08,Wells,Bull Trout,0,NA,NA
2010-11-09,Wells,Bull Trout,0,NA,NA
2010-11-10,Wells,Bull Trout,0,NA,NA
2010-11-11,Wells,Bull Trout,0,NA,NA
2010-11-12,Wells,Bull Trout,0,NA,NA
2010-11-13,Wells,Bull Trout,0,NA,NA
2010-11-14,Wells,Bull Trout,0,NA,NA
2010-11-15,Wells,Bull Trout,0,NA,NA
2010-11-16,Wells,Bull Trout,0,NA,NA
2010-11-17,Wells,Bull Trout,0,NA,NA
2010-11-18,Wells,Bull Trout,0,NA,NA
2010-11-19,Wells,Bull Trout,0,NA,NA
2010-11-20,Wells,Bull Trout,0,NA,NA
2010-11-21,Wells,Bull Trout,0,NA,NA
2010-11-22,Wells,Bull Trout,0,NA,NA
2010-11-23,Wells,Bull Trout,0,NA,NA
2010-11-24,Wells,Bull Trout,0,NA,NA
2010-11-25,Wells,Bull Trout,0,NA,NA
2010-11-26,Wells,Bull Trout,0,NA,NA
2010-11-27,Wells,Bull Trout,0,NA,NA
2010-11-28,Wells,Bull Trout,0,NA,NA
2010-11-29,Wells,Bull Trout,0,NA,NA
2010-11-30,Wells,Bull Trout,0,NA,NA
2010-12-01,Wells,Bull Trout,0,NA,NA
2010-12-02,Wells,Bull Trout,0,NA,NA
2010-12-03,Wells,Bull Trout,0,NA,NA
2010-12-04,Wells,Bull Trout,0,NA,NA
2010-12-05,Wells,Bull Trout,0,NA,NA
2010-12-06,Wells,Bull Trout,0,NA,NA
2010-12-07,Wells,Bull Trout,0,NA,NA
2010-12-08,Wells,Bull Trout,0,NA,NA
2010-12-09,Wells,Bull Trout,0,NA,NA
2010-12-10,Wells,Bull Trout,0,NA,NA
2010-12-11,Wells,Bull Trout,0,NA,NA
2010-12-12,Wells,Bull Trout,0,NA,NA
2010-12-13,Wells,Bull Trout,0,NA,NA
2010-12-14,Wells,Bull Trout,0,NA,NA
2010-12-15,Wells,Bull Trout,0,NA,NA
2010-12-16,Wells,Bull Trout,0,NA,NA
2010-12-17,Wells,Bull Trout,0,NA,NA
2010-12-18,Wells,Bull Trout,0,NA,NA
2010-12-19,Wells,Bull Trout,0,NA,NA
2010-12-20,Wells,Bull Trout,0,NA,NA
2010-12-21,Wells,Bull Trout,0,NA,NA
2010-12-22,Wells,Bull Trout,0,NA,NA
2010-12-23,Wells,Bull Trout,0,NA,NA
2010-12-24,Wells,Bull Trout,0,NA,NA
2010-12-25,Wells,Bull Trout,0,NA,NA
2010-12-26,Wells,Bull Trout,0,NA,NA
2010-12-27,Wells,Bull Trout,0,NA,NA
2010-12-28,Wells,Bull Trout,0,NA,NA
2010-12-29,Wells,Bull Trout,0,NA,NA
2010-12-30,Wells,Bull Trout,0,NA,NA
2011-01-01,Wells,Bull Trout,0,NA,NA
2011-01-02,Wells,Bull Trout,0,NA,NA
2011-01-03,Wells,Bull Trout,0,NA,NA
2011-01-04,Wells,Bull Trout,0,NA,NA
2011-01-05,Wells,Bull Trout,0,NA,NA
2011-01-06,Wells,Bull Trout,0,NA,NA
2011-01-07,Wells,Bull Trout,0,NA,NA
2011-01-08,Wells,Bull Trout,0,NA,NA
2011-01-09,Wells,Bull Trout,0,NA,NA
2011-01-10,Wells,Bull Trout,0,NA,NA
2011-01-11,Wells,Bull Trout,0,NA,NA
2011-01-12,Wells,Bull Trout,0,NA,NA
2011-01-13,Wells,Bull Trout,0,NA,NA
2011-01-14,Wells,Bull Trout,0,NA,NA
2011-01-15,Wells,Bull Trout,0,NA,NA
2011-01-16,Wells,Bull Trout,0,NA,NA
2011-01-17,Wells,Bull Trout,0,NA,NA
2011-01-18,Wells,Bull Trout,0,NA,NA
2011-01-19,Wells,Bull Trout,0,NA,NA
2011-01-20,Wells,Bull Trout,0,NA,NA
2011-01-21,Wells,Bull Trout,0,NA,NA
2011-01-22,Wells,Bull Trout,0,NA,NA
2011-02-07,Wells,Bull Trout,0,NA,NA
2011-02-10,Wells,Bull Trout,0,NA,NA
2011-02-17,Wells,Bull Trout,0,NA,NA
2011-02-20,Wells,Bull Trout,0,NA,NA
2011-02-21,Wells,Bull Trout,0,NA,NA
2011-02-22,Wells,Bull Trout,0,NA,NA
2011-02-23,Wells,Bull Trout,0,NA,NA
2011-02-24,Wells,Bull Trout,0,NA,NA
2011-02-25,Wells,Bull Trout,0,NA,NA
2011-02-26,Wells,Bull Trout,0,NA,NA
2011-02-27,Wells,Bull Trout,0,NA,NA
2011-02-28,Wells,Bull Trout,0,NA,NA
2011-03-01,Wells,Bull Trout,0,NA,NA
2011-03-02,Wells,Bull Trout,0,NA,NA
2011-03-03,Wells,Bull Trout,0,NA,NA
2011-03-04,Wells,Bull Trout,0,NA,NA
2011-03-05,Wells,Bull Trout,0,NA,NA
2011-03-06,Wells,Bull Trout,0,NA,NA
2011-03-07,Wells,Bull Trout,0,NA,NA
2011-03-08,Wells,Bull Trout,0,NA,NA
2011-03-09,Wells,Bull Trout,0,NA,NA
2011-03-10,Wells,Bull Trout,0,NA,NA
2011-03-11,Wells,Bull Trout,0,NA,NA
2011-03-12,Wells,Bull Trout,0,NA,NA
2011-03-13,Wells,Bull Trout,0,NA,NA
2011-03-14,Wells,Bull Trout,0,NA,NA
2011-03-15,Wells,Bull Trout,0,NA,NA
2011-03-16,Wells,Bull Trout,0,NA,NA
2011-03-17,Wells,Bull Trout,0,NA,NA
2011-03-18,Wells,Bull Trout,0,NA,NA
2011-03-19,Wells,Bull Trout,0,NA,NA
2011-03-20,Wells,Bull Trout,0,NA,NA
2011-03-21,Wells,Bull Trout,0,NA,NA
2011-03-22,Wells,Bull Trout,0,NA,NA
2011-03-23,Wells,Bull Trout,0,NA,NA
2011-03-24,Wells,Bull Trout,0,NA,NA
2011-03-25,Wells,Bull Trout,0,NA,NA
2011-03-26,Wells,Bull Trout,0,NA,NA
2011-03-27,Wells,Bull Trout,0,NA,NA
2011-03-28,Wells,Bull Trout,0,NA,NA
2011-03-29,Wells,Bull Trout,0,NA,NA
2011-03-30,Wells,Bull Trout,0,NA,NA
2011-03-31,Wells,Bull Trout,0,NA,NA
2011-04-01,Wells,Bull Trout,0,NA,NA
2011-04-02,Wells,Bull Trout,0,NA,NA
2011-04-03,Wells,Bull Trout,0,NA,NA
2011-04-04,Wells,Bull Trout,0,NA,NA
2011-04-05,Wells,Bull Trout,0,NA,NA
2011-04-06,Wells,Bull Trout,0,NA,4.4
2011-04-07,Wells,Bull Trout,0,NA,4.4
2011-04-08,Wells,Bull Trout,0,NA,5
2011-04-09,Wells,Bull Trout,0,NA,5
2011-04-10,Wells,Bull Trout,0,NA,5.6
2011-04-11,Wells,Bull Trout,0,NA,5.6
2011-04-12,Wells,Bull Trout,0,NA,5.6
2011-04-13,Wells,Bull Trout,0,NA,5.6
2011-04-14,Wells,Bull Trout,0,NA,5.6
2011-04-15,Wells,Bull Trout,0,NA,5.6
2011-04-16,Wells,Bull Trout,0,NA,6.1
2011-04-17,Wells,Bull Trout,0,NA,6.1
2011-04-18,Wells,Bull Trout,0,NA,6.1
2011-04-19,Wells,Bull Trout,0,NA,6.1
2011-04-20,Wells,Bull Trout,0,NA,6.1
2011-04-21,Wells,Bull Trout,0,NA,6.1
2011-04-22,Wells,Bull Trout,0,NA,6.7
2011-04-23,Wells,Bull Trout,0,NA,6.7
2011-04-24,Wells,Bull Trout,0,NA,6.7
2011-04-25,Wells,Bull Trout,0,NA,6.7
2011-04-26,Wells,Bull Trout,0,NA,6.7
2011-04-27,Wells,Bull Trout,0,NA,7.2
2011-04-28,Wells,Bull Trout,0,NA,6.7
2011-04-29,Wells,Bull Trout,0,NA,6.7
2011-04-30,Wells,Bull Trout,0,NA,7.2
2011-05-01,Wells,Bull Trout,0,NA,7.4
2011-05-02,Wells,Bull Trout,0,NA,7.4
2011-05-03,Wells,Bull Trout,0,NA,7.4
2011-05-04,Wells,Bull Trout,0,NA,7.6
2011-05-05,Wells,Bull Trout,0,NA,7.8
2011-05-06,Wells,Bull Trout,0,NA,7.9
2011-05-07,Wells,Bull Trout,0,NA,8
2011-05-08,Wells,Bull Trout,0,NA,8.1
2011-05-09,Wells,Bull Trout,0,NA,8.3
2011-05-10,Wells,Bull Trout,0,NA,8.4
2011-05-11,Wells,Bull Trout,0,NA,8.5
2011-05-12,Wells,Bull Trout,0,NA,8.5
2011-05-13,Wells,Bull Trout,0,NA,8.7
2011-05-14,Wells,Bull Trout,0,1,8.9
2011-05-15,Wells,Bull Trout,0,NA,8.7
2011-05-16,Wells,Bull Trout,1,NA,8.6
2011-05-17,Wells,Bull Trout,0,1,8.9
2011-05-18,Wells,Bull Trout,0,1,9.2
2011-05-19,Wells,Bull Trout,0,1,9.5
2011-05-20,Wells,Bull Trout,0,1,9.8
2011-05-21,Wells,Bull Trout,1,NA,10
2011-05-22,Wells,Bull Trout,1,NA,10
2011-05-23,Wells,Bull Trout,0,1,10.1
2011-05-24,Wells,Bull Trout,0,1,10.3
2011-05-25,Wells,Bull Trout,0,1,10.3
2011-05-26,Wells,Bull Trout,0,2,10.2
2011-05-27,Wells,Bull Trout,0,2,10.2
2011-05-28,Wells,Bull Trout,0,2,10.3
2011-05-29,Wells,Bull Trout,3,1,10.5
2011-05-30,Wells,Bull Trout,1,3,10.7
2011-05-31,Wells,Bull Trout,1,2,10.7
2011-06-01,Wells,Bull Trout,1,2,10.9
2011-06-02,Wells,Bull Trout,1,2,11.2
2011-06-03,Wells,Bull Trout,3,2,11.4
2011-06-04,Wells,Bull Trout,5,2,11.5
2011-06-05,Wells,Bull Trout,2,1,11.6
2011-06-06,Wells,Bull Trout,0,1,11.5
2011-06-07,Wells,Bull Trout,1,1,11.5
2011-06-08,Wells,Bull Trout,1,1,11.3
2011-06-09,Wells,Bull Trout,0,1,11.1
2011-06-10,Wells,Bull Trout,0,1,11.2
2011-06-11,Wells,Bull Trout,1,1,-3172.4
2011-06-12,Wells,Bull Trout,1,NA,-27780.6
2011-06-13,Wells,Bull Trout,1,1,-27780.5
2011-06-14,Wells,Bull Trout,2,1,-12174.9
2011-06-15,Wells,Bull Trout,1,1,12.1
2011-06-16,Wells,Bull Trout,4,1,12
2011-06-17,Wells,Bull Trout,1,1,12.1
2011-06-18,Wells,Bull Trout,3,NA,12.3
2011-06-19,Wells,Bull Trout,3,1,12.4
2011-06-20,Wells,Bull Trout,1,1,12.7
2011-06-21,Wells,Bull Trout,1,1,12.8
2011-06-22,Wells,Bull Trout,0,1,12.9
2011-06-23,Wells,Bull Trout,0,1,13
2011-06-24,Wells,Bull Trout,1,1,12.9
2011-06-25,Wells,Bull Trout,1,2,12.9
2011-06-26,Wells,Bull Trout,0,1,12.8
2011-06-27,Wells,Bull Trout,1,1,12.9
2011-06-28,Wells,Bull Trout,0,1,13.1
2011-06-29,Wells,Bull Trout,0,NA,13.4
2011-06-30,Wells,Bull Trout,1,1,13.4
2011-07-01,Wells,Bull Trout,2,1,13.2
2011-07-02,Wells,Bull Trout,1,NA,13.1
2011-07-03,Wells,Bull Trout,2,NA,13.4
2011-07-04,Wells,Bull Trout,0,1,13.8
2011-07-05,Wells,Bull Trout,1,NA,14
2011-07-06,Wells,Bull Trout,2,NA,13.8
2011-07-07,Wells,Bull Trout,1,1,14.2
2011-07-08,Wells,Bull Trout,0,1,14.3
2011-07-09,Wells,Bull Trout,1,NA,14.3
2011-07-10,Wells,Bull Trout,0,1,14
2011-07-11,Wells,Bull Trout,2,NA,14.2
2011-07-12,Wells,Bull Trout,0,NA,14.6
2011-07-13,Wells,Bull Trout,1,NA,14.9
2011-07-14,Wells,Bull Trout,0,NA,14.9
2011-07-15,Wells,Bull Trout,2,NA,15
2011-07-16,Wells,Bull Trout,1,NA,15
2011-07-17,Wells,Bull Trout,0,NA,15
2011-07-18,Wells,Bull Trout,1,NA,15.4
2011-07-19,Wells,Bull Trout,0,NA,15.4
2011-07-20,Wells,Bull Trout,0,NA,15.5
2011-07-21,Wells,Bull Trout,0,NA,15.7
2011-07-22,Wells,Bull Trout,0,NA,15.7
2011-07-23,Wells,Bull Trout,1,NA,16
2011-07-24,Wells,Bull Trout,0,NA,16.1
2011-07-25,Wells,Bull Trout,1,NA,16
2011-07-26,Wells,Bull Trout,0,NA,16
2011-07-27,Wells,Bull Trout,0,NA,16.4
2011-07-28,Wells,Bull Trout,0,NA,16.4
2011-07-29,Wells,Bull Trout,0,NA,16.5
2011-07-30,Wells,Bull Trout,0,NA,16.7
2011-07-31,Wells,Bull Trout,0,NA,16.8
2011-08-01,Wells,Bull Trout,0,NA,16.9
2011-08-02,Wells,Bull Trout,0,NA,17.1
2011-08-03,Wells,Bull Trout,0,NA,17
2011-08-04,Wells,Bull Trout,0,NA,16.9
